numero_lista,estudiante_id,materia,trimestre,seccion,semana,dia_sesion,tema,tipo_sesion,participaciones,asistencia,anio_academico
29,anon_055,Estructura de Datos,2425-3,2,12,jueves,0,evaluacion,0,,1
30,anon_345,Estructura de Datos,2425-3,2,1,martes,1,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,1,jueves,1,contenido,2,1,2
30,anon_345,Estructura de Datos,2425-3,2,2,martes,2,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,2,jueves,2,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,3,martes,3,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,3,jueves,4,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,4,martes,5,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,4,jueves,5,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,5,martes,6,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,5,jueves,6,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,6,martes,0,evaluacion,0,,2
30,anon_345,Estructura de Datos,2425-3,2,6,jueves,7,contenido,3,1,2
30,anon_345,Estructura de Datos,2425-3,2,7,martes,8,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,7,jueves,0,evaluacion,0,,2
30,anon_345,Estructura de Datos,2425-3,2,8,martes,9,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,8,jueves,9,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,9,martes,10,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,9,jueves,10,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,10,martes,11,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,10,jueves,11,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,11,martes,12,contenido,2,1,2
30,anon_345,Estructura de Datos,2425-3,2,11,jueves,0,evaluacion,0,,2
30,anon_345,Estructura de Datos,2425-3,2,12,martes,13,contenido,0,,2
30,anon_345,Estructura de Datos,2425-3,2,12,jueves,0,evaluacion,0,,2
